Laptop (ID),Tech price by country,Laptop type price,Sceen size (inches),Resolution quality,CPU (GHz),Ram (GB),GPU (GHz),Weight (kg),Price (euros),Touchscreen,IPS Panel,Retina Display,Flash Storage memory (GB),SSD memory (GB),HDD memory (GB),Hybrid memory (GB),Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS
511,2,0,11.6,0,1.6,4,0.32,1.25,265.0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
157,4,3,14.0,1,2.7,4,0.3,1.48,1082.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
696,4,1,17.3,1,2.4,6,1.02,2.65,569.0,0,1,0,0,0,2000,0,0,0,0,0,0,1,0,0,0
1094,4,1,15.6,1,2.3,4,0.3,2.31,940.0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,1,0
1149,0,1,15.6,1,2.5,4,1.12,2.23,616.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
857,0,3,13.3,1,2.3,8,1.07,1.45,1026.0,0,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
762,2,3,14.0,1,2.3,4,0.3,1.7,1096.0,0,0,0,0,180,0,0,0,0,0,0,0,1,0,0,0
832,5,5,15.6,1,2.5,8,1.35,2.4,1199.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
642,0,1,15.6,0,1.1,8,0.3,2.0,399.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
777,1,3,13.3,1,2.7,8,0.3,1.31,1599.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1254,4,3,14.0,3,2.5,8,0.3,1.54,2198.19,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
163,5,1,15.6,0,2.2,4,0.3,2.1,447.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
556,2,1,15.6,1,2.7,8,0.3,1.99,1729.0,0,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
822,4,1,15.6,1,2.7,8,1.12,1.98,961.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
110,0,3,14.0,1,2.7,8,1.12,1.3,1193.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
353,4,3,15.6,1,1.9,16,0.3,1.88,1607.96,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
705,0,2,12.5,1,0.9,4,0.3,1.2,669.0,1,0,0,64,0,0,0,0,1,0,0,0,0,0,0,0
619,4,1,15.6,0,2.0,4,0.3,2.18,443.9,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
1167,2,2,14.0,3,2.5,8,0.3,1.27,2339.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
493,4,4,15.6,1,2.7,16,1.02,2.17,2338.0,0,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
399,0,1,15.6,0,1.6,12,1.12,2.2,693.99,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1261,4,2,17.3,1,2.7,16,1.12,2.77,1799.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
646,2,2,13.3,1,2.7,8,0.3,1.37,1757.42,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
886,4,3,12.5,1,2.8,8,0.3,1.6,1690.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
599,4,2,11.6,0,1.0,4,0.3,1.39,603.0,1,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
258,2,2,13.9,1,1.8,8,0.3,1.37,1849.0,1,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
583,5,3,14.0,1,2.7,16,0.3,1.24,1865.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
485,4,1,15.6,1,1.6,8,1.03,2.2,675.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
786,0,1,14.0,1,2.4,4,0.3,1.8,636.0,0,1,0,0,128,0,0,0,0,0,0,0,1,0,0,0
630,5,1,15.6,0,2.5,8,0.3,2.2,799.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
467,0,1,15.6,1,2.0,4,1.12,2.23,544.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
506,2,1,15.6,1,2.5,8,0.3,2.3,911.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1089,2,3,12.5,1,2.5,8,0.3,1.3,1713.49,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1065,4,1,15.6,1,2.7,8,1.12,1.91,979.0,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1228,4,3,12.0,2,1.2,8,0.3,0.92,1279.0,0,1,1,512,0,0,0,0,0,0,1,0,0,0,0,0
425,4,1,15.6,0,2.5,8,0.3,2.14,539.95,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
371,4,1,15.6,0,1.6,8,0.32,2.04,389.0,0,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,0
335,4,1,15.6,4,2.8,32,1.35,2.06,2639.0,1,0,0,0,1000,0,0,0,0,0,0,0,1,0,0,0
522,0,0,11.6,0,1.1,2,0.3,1.1,245.0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
706,5,3,13.3,1,2.5,16,0.3,1.36,1877.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
739,4,1,15.6,0,2.5,12,0.3,2.25,649.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
561,4,1,17.3,1,2.7,8,0.95,2.63,1280.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
490,2,1,15.6,1,1.44,4,0.35,1.89,248.9,0,0,0,64,0,0,0,0,0,0,0,0,1,0,0,0
290,0,1,15.6,1,2.7,12,0.3,2.15,659.0,1,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
421,0,2,13.3,1,2.5,8,0.3,1.27,928.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
778,0,1,15.6,0,1.1,4,0.3,2.1,298.0,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
1258,2,1,15.6,1,3.6,6,1.02,2.2,597.57,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
539,0,1,15.6,4,2.7,8,1.1,2.0,1299.0,0,1,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
1091,2,1,15.6,1,2.3,4,0.91,2.3,977.0,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
948,5,1,14.0,1,2.3,4,0.3,1.47,1105.0,0,1,0,0,128,0,0,0,0,0,0,0,1,0,0,0
1108,4,3,13.3,1,1.6,4,1.02,1.4,818.35,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
656,5,1,13.3,1,2.3,8,0.3,1.2,1213.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1217,5,5,17.3,1,2.8,16,1.4,2.43,2048.9,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
821,1,3,13.3,1,2.5,8,0.3,0.81,1499.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
475,4,5,17.3,1,2.8,12,1.4,3.78,1699.0,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
765,4,1,15.6,1,2.5,8,1.35,2.2,1099.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
287,2,5,15.6,1,2.5,8,1.35,2.5,829.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
95,4,5,15.6,1,2.5,8,1.4,2.65,1195.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
357,4,1,15.6,1,2.7,8,0.3,1.84,1304.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
383,4,1,15.6,0,1.6,4,0.32,1.8,309.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1240,4,1,15.6,1,2.7,6,1.02,2.1,529.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
146,5,1,15.6,0,2.3,4,0.3,2.1,602.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
6,0,1,15.6,0,3.0,4,0.8,2.1,400.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1119,2,5,15.6,1,2.8,16,1.49,2.4,1199.0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
220,4,3,13.3,1,1.8,8,1.02,1.4,931.88,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
66,4,1,15.6,1,2.5,8,0.3,1.86,690.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1114,0,5,17.3,1,2.6,16,1.04,4.3,2299.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1259,0,3,13.3,1,2.5,8,0.3,1.45,1280.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
769,2,5,15.6,1,2.8,8,1.35,2.5,1048.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
93,0,1,15.6,1,1.8,8,1.47,2.2,689.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
704,2,2,14.0,1,2.7,16,0.3,1.38,1749.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
860,4,1,15.6,0,1.6,4,0.32,1.86,299.0,0,0,0,0,128,0,0,0,0,0,0,1,0,0,0,0
799,0,5,15.6,1,2.8,8,1.4,2.24,1339.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
458,4,4,15.6,1,2.7,16,1.02,2.17,1975.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
76,0,1,14.0,0,2.0,8,0.3,2.1,389.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
382,2,0,11.6,0,1.1,4,0.3,1.59,553.0,0,1,0,0,128,0,0,0,0,0,0,0,1,0,0,0
624,4,3,15.6,1,2.7,8,0.3,1.84,1389.0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
701,2,2,14.0,3,2.7,8,0.3,1.42,2590.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1311,2,1,15.6,1,2.6,8,1.1,2.6,899.0,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1050,4,1,15.6,0,2.5,4,0.3,2.04,742.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1040,4,1,14.0,0,2.5,4,0.3,2.31,1189.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
72,4,3,13.5,2,2.5,4,0.3,1.252,1089.0,1,0,0,0,128,0,0,0,0,0,0,0,0,1,0,0
232,0,1,15.6,1,2.5,8,0.97,2.0,769.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
486,5,1,13.3,1,2.5,8,0.3,1.05,1672.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1073,5,5,15.6,1,2.6,16,1.4,2.94,1819.0,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
368,2,1,17.3,0,2.5,6,1.12,2.8,719.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1156,2,2,14.0,3,2.6,16,0.3,2.8,2440.0,1,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
1262,4,1,14.0,1,2.3,4,0.3,1.54,1099.99,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
978,4,1,15.6,0,2.5,8,0.95,2.04,846.5,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
713,4,1,15.6,1,2.5,8,0.3,2.18,795.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1266,2,1,15.6,1,2.5,8,0.3,2.3,573.0,0,1,0,0,256,0,0,0,0,0,0,1,0,0,0,0
1044,4,1,14.0,0,2.5,4,0.3,1.64,973.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
10,0,3,14.0,1,1.6,8,0.3,1.6,770.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
915,2,3,14.0,1,2.7,8,0.3,1.13,2049.0,0,1,0,256,0,0,0,0,0,0,0,0,1,0,0,0
1024,4,5,15.6,1,2.5,8,1.35,2.65,949.0,0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0
672,5,5,17.3,1,2.8,8,1.4,2.7,1486.77,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
887,0,1,15.6,0,1.1,4,0.3,2.0,398.99,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
381,4,1,15.6,1,3.0,4,0.8,1.91,488.99,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
278,2,2,14.0,3,2.6,16,0.3,1.36,2499.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
1010,4,3,13.3,1,2.7,8,0.3,1.11,1349.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
901,4,1,14.0,1,2.5,4,0.3,1.95,1265.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
680,2,2,13.3,1,2.5,8,0.3,1.3,1034.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1287,0,1,15.6,0,2.5,4,0.95,2.2,720.32,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1276,2,1,15.6,1,2.5,8,1.03,2.32,895.0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,1,0
211,4,3,13.3,4,1.8,8,0.3,1.21,1949.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
909,4,1,15.6,1,2.7,8,0.95,2.04,900.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1316,2,2,14.0,1,2.5,4,0.3,1.8,638.0,1,1,0,0,128,0,0,0,0,0,0,0,1,0,0,0
265,4,1,17.3,1,1.8,8,1.02,2.8,1142.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1061,5,5,17.3,1,2.7,16,1.04,3.78,1545.64,0,1,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
990,2,1,14.0,0,2.3,4,0.3,1.7,1002.0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,1,0
761,0,1,15.6,0,2.3,4,0.91,2.45,579.0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0
834,5,1,14.0,0,2.1,4,0.3,1.75,499.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
988,0,5,17.3,1,2.8,16,1.4,2.73,2049.9,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
726,3,1,14.0,2,1.92,4,0.32,1.4,265.0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,0,0
811,4,3,13.3,1,2.5,8,0.3,1.29,1499.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1221,4,3,13.3,3,2.7,16,0.3,1.2,2680.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
322,2,1,13.3,0,1.6,4,0.3,1.45,459.9,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0
596,0,5,17.3,1,2.5,8,1.4,2.73,1770.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
81,4,1,17.3,1,1.6,8,0.95,2.5,977.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
598,2,1,15.6,1,3.6,12,1.02,2.2,949.0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
200,4,5,17.3,4,2.9,32,1.57,3.49,6099.0,1,0,0,0,1000,0,0,0,0,0,0,0,1,0,0,0
1284,4,1,15.6,1,2.9,6,1.02,2.04,549.99,0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0
627,4,1,14.0,0,2.6,8,0.3,2.31,1124.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1109,4,0,12.5,0,2.3,4,0.3,2.4,1599.0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,1,0
97,0,2,13.3,1,1.6,8,0.3,1.5,847.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
428,2,1,12.3,3,1.1,6,0.3,1.4,449.0,0,1,1,64,0,0,0,0,0,0,0,0,1,0,0,0
743,2,1,15.6,1,2.7,4,0.3,1.85,779.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
102,4,5,15.6,1,2.8,12,1.35,2.62,1249.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1174,5,5,17.3,1,2.8,16,1.49,2.7,1492.8,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
1208,2,5,15.6,1,2.5,8,1.35,2.4,819.0,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
11,4,1,15.6,0,2.5,4,0.3,1.86,393.9,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0
758,4,4,17.3,1,2.9,16,1.04,3.0,4389.0,0,1,0,0,256,0,0,0,0,0,0,0,0,0,1,0
134,4,1,15.6,1,2.0,4,0.96,2.2,449.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1178,2,3,14.0,1,2.6,8,0.3,1.7,1499.0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
574,5,1,15.6,0,2.5,8,0.3,2.2,739.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
218,2,1,15.6,1,2.5,8,0.3,2.2,549.0,0,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0
476,2,3,14.0,3,2.6,12,0.3,1.4,1858.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1188,4,1,15.6,1,2.5,8,0.3,1.96,679.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
594,2,3,14.0,1,2.6,12,0.3,1.4,1673.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
735,4,2,13.3,1,2.4,4,0.3,1.71,649.0,1,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
703,0,0,11.6,0,1.6,4,0.35,1.4,269.0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
1148,4,3,15.6,1,2.7,8,0.3,1.84,752.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
461,4,1,15.6,1,1.8,8,1.02,2.36,979.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1005,4,1,15.6,1,2.0,4,1.03,2.1,499.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1118,4,4,17.3,1,2.6,8,0.72,3.0,2899.0,0,1,0,0,0,1000,0,0,0,0,0,0,0,0,1,0
312,5,1,15.6,1,2.5,8,0.93,2.2,1043.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1031,2,1,17.3,4,2.7,16,0.45,2.4,2968.0,0,1,0,0,512,0,0,0,0,0,0,0,0,0,1,0
1000,4,1,15.6,1,2.5,8,0.3,2.04,806.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
928,2,1,13.3,1,2.5,4,0.3,1.44,881.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
1317,2,2,13.3,3,2.5,16,0.3,1.3,1499.0,1,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
80,0,1,15.6,1,2.7,4,1.12,2.2,530.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
747,0,1,15.6,0,2.0,4,0.3,2.4,410.8,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
612,5,5,15.6,4,2.8,16,1.4,1.8,2299.0,0,0,0,0,256,2000,0,0,0,0,0,0,1,0,0,0
135,0,3,14.0,1,1.8,8,0.3,1.6,884.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
140,0,5,17.3,1,2.5,8,1.35,3.0,938.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
746,5,5,15.6,1,2.8,16,1.4,1.8,2094.48,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
190,4,1,15.6,4,2.8,16,1.35,2.06,2397.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
504,4,1,14.0,1,2.8,8,0.3,1.48,1749.0,0,0,0,0,1000,0,0,0,0,0,0,0,1,0,0,0
896,4,2,13.3,1,2.5,4,0.3,1.28,1799.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
565,4,1,15.6,1,2.5,6,1.02,1.91,568.9,0,1,0,0,128,0,0,0,0,0,0,0,1,0,0,0
516,2,5,15.6,1,2.8,8,1.4,2.4,1149.0,0,1,0,0,256,1000,0,0,0,0,0,1,0,0,0,0
1082,4,2,13.3,1,2.5,8,0.3,1.62,798.01,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
793,2,3,14.0,1,2.7,16,0.3,1.7,2299.0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
207,2,5,15.6,1,2.8,16,1.4,3.2,1749.0,0,1,0,0,512,1000,0,0,0,0,0,0,1,0,0,0
863,4,1,17.3,1,2.7,8,0.92,2.83,865.0,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
888,2,3,13.3,1,2.3,8,1.12,1.28,935.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
547,4,3,13.3,3,1.8,8,0.3,1.2,1399.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
21,0,0,11.6,0,1.44,2,0.32,0.98,191.9,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
1090,2,1,17.3,0,2.3,8,1.03,3.0,659.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1157,5,5,15.6,1,2.8,8,1.35,2.4,1142.8,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
804,2,2,14.0,3,2.5,8,0.3,1.42,2330.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
449,2,3,12.5,1,2.5,8,0.3,1.36,1429.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
271,0,2,13.3,1,1.8,8,0.3,1.1,1499.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
1146,2,2,14.0,1,2.6,8,1.03,1.8,2050.38,1,1,0,0,512,0,0,0,0,0,0,0,0,0,1,0
308,2,1,15.6,0,2.5,8,1.12,2.2,549.0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0,0
691,4,1,17.3,1,2.0,4,1.03,2.5,699.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1219,2,1,15.6,0,2.5,8,0.97,2.2,629.0,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0
1067,4,1,15.6,0,2.5,4,0.3,2.04,979.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
257,0,1,15.6,0,3.0,4,0.78,1.68,469.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1304,2,1,14.0,0,1.6,2,0.35,1.5,229.0,0,0,0,64,0,0,0,0,0,0,0,0,1,0,0,0
1163,4,4,15.6,1,2.6,8,0.99,2.0,1899.0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
623,4,1,15.6,1,2.5,4,0.78,2.18,569.0,0,0,0,0,128,0,0,0,0,1,0,0,0,0,0,0
814,4,0,12.5,0,2.6,8,0.3,1.26,1389.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1205,0,1,15.6,1,2.5,4,1.12,2.23,691.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
197,2,1,17.3,0,1.6,8,1.47,2.8,698.0,0,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0
1196,5,5,15.6,1,2.6,16,0.92,1.91,2153.37,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
319,0,2,11.6,0,1.1,2,0.3,1.1,275.0,1,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
396,0,5,17.3,1,2.8,8,1.35,3.0,1039.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1126,4,1,15.6,0,2.3,4,0.86,2.24,769.15,0,0,0,0,0,500,0,0,0,0,0,0,0,0,1,0
742,2,1,13.3,1,2.5,8,0.3,1.44,960.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1055,0,1,14.0,0,1.44,2,0.32,1.45,210.8,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
302,4,4,17.3,1,2.9,16,0.99,3.42,2884.86,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
820,5,5,17.3,1,2.8,16,1.44,2.9,2415.0,0,0,0,0,512,1000,0,0,0,0,0,0,1,0,0,0
885,1,3,15.0,1,2.7,16,1.12,1.23,1849.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
712,2,1,15.6,0,2.0,4,0.3,1.9,450.0,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0
953,4,5,17.3,3,2.7,16,1.57,4.36,2758.0,0,0,0,0,512,1000,0,0,0,0,0,0,1,0,0,0
432,4,5,15.6,1,2.8,8,1.49,2.62,1159.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
722,4,1,15.6,1,2.6,16,0.3,1.93,1426.66,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
628,2,1,14.0,1,2.3,8,0.3,1.65,1465.0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
37,0,1,15.6,0,2.7,4,0.3,2.1,367.0,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
16,4,3,13.3,3,2.3,8,0.3,1.37,1518.55,0,1,1,0,256,0,0,0,0,0,0,0,0,0,0,1
784,0,2,15.6,1,2.7,12,1.12,2.3,839.0,1,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,0
617,2,1,15.6,4,3.1,32,0.69,2.5,4899.0,0,1,0,0,1000,0,0,0,0,0,0,0,1,0,0,0
242,0,1,15.6,1,2.5,4,0.96,2.2,575.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1131,2,5,17.3,1,2.7,16,1.04,4.6,2749.99,0,1,0,0,256,0,1000,0,0,0,0,0,1,0,0,0
581,2,1,15.6,1,1.6,4,0.3,2.05,685.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
913,0,5,17.3,1,2.7,32,1.04,3.58,1279.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
57,4,1,15.6,1,2.0,4,0.3,1.91,439.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
1183,4,5,15.6,4,2.8,8,1.49,2.62,1498.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
991,0,2,15.6,4,2.7,16,0.91,2.3,1799.0,1,0,0,0,512,2000,0,0,0,0,0,0,1,0,0,0
993,0,5,17.3,1,2.8,16,1.49,2.99,1749.0,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
178,4,1,17.3,1,1.6,8,0.95,2.5,923.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1030,4,1,15.6,0,2.4,4,0.3,2.04,769.99,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
940,2,3,12.5,1,2.7,8,0.3,1.36,1650.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
472,0,1,15.6,0,1.1,4,0.3,2.0,304.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
577,4,4,17.3,0,2.8,8,0.99,3.14,1860.99,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
999,4,1,15.6,0,2.5,4,0.96,2.25,599.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
286,4,1,15.6,1,2.0,4,0.96,2.25,428.0,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
